Task name,Description content,Status,Priority,Hotel name,City,Priority score,Contact phone,Contact website,Subject line,Source file,Email angle,CTA type,Variant ID,Test batch,Reply outcome,Give-first insight,Main observed issue,Email hook,Micro CTA,Proof snippet,Primary email goal
Lead outreach - AUROOM - Spa Moments,"Hotel: AUROOM - Spa Moments
Mesto: Bratislava
Priorita band: High
Skóre: 8.6
Web: https://www.auroom.sk/
Telefón: +421 911 401 134
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na AUROOM - Spa Moments v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na AUROOM - Spa Moments v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.6), s hodnotením 5.0/5 z 1 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre AUROOM - Spa Moments.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,2,AUROOM - Spa Moments,Bratislava,8.6,+421 911 401 134,https://www.auroom.sk/,AUROOM - Spa Moments: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na AUROOM - Spa Moments v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Penzión Carpatia,"Hotel: Penzión Carpatia
Mesto: Záhorská Bystrica-Poľný mlyn
Priorita band: High
Skóre: 8.59
Web: http://www.hotelcarpatia.sk/
Telefón: +421 905 155 531
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Penzión Carpatia v lokalite Záhorská Bystrica-Poľný mlyn.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Carpatia v lokalite Záhorská Bystrica-Poľný mlyn.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Záhorská Bystrica-Poľný mlyn, s prioritou High (8.59), s hodnotením 3.7/5 z 123 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Carpatia.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,2,Penzión Carpatia,Záhorská Bystrica-Poľný mlyn,8.59,+421 905 155 531,http://www.hotelcarpatia.sk/,Penzión Carpatia: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Penzión Carpatia v lokalite Záhorská Bystrica-Poľný mlyn.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Penzión Raki & Wellness,"Hotel: Penzión Raki & Wellness
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 8.49
Web: http://www.penzion-bratislava-raki.com/
Telefón: +421 911 747 667
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Penzión Raki & Wellness v lokalite Petržalka.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Raki & Wellness v lokalite Petržalka.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (8.49), s hodnotením 3.8/5 z 305 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Raki & Wellness.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Penzión Raki & Wellness,Petržalka,8.49,+421 911 747 667,http://www.penzion-bratislava-raki.com/,Penzión Raki & Wellness: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Penzión Raki & Wellness v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Roset Hotel & Residence,"Hotel: Roset Hotel & Residence
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.48
Web: http://www.rosethotel.sk/
Telefón: +421 917 373 209
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Roset Hotel & Residence v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Roset Hotel & Residence v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.48), s hodnotením 4.8/5 z 757 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Roset Hotel & Residence.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Roset Hotel & Residence,Bratislava,8.48,+421 917 373 209,http://www.rosethotel.sk/,Roset Hotel & Residence: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Roset Hotel & Residence v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel Max Inn,"Hotel: Hotel Max Inn
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.45
Web: http://www.maxinn.sk/
Telefón: +421 905 120 120
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Max Inn v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Max Inn v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.45), s hodnotením 4.5/5 z 595 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Max Inn.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel Max Inn,Bratislava,8.45,+421 905 120 120,http://www.maxinn.sk/,Hotel Max Inn: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Max Inn v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel Danubia Gate,"Hotel: Hotel Danubia Gate
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.45
Web: http://www.danubiagate.sk/
Telefón: +421 917 232 000
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Danubia Gate v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Danubia Gate v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.45), s hodnotením 4.5/5 z 837 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Danubia Gate.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel Danubia Gate,Bratislava,8.45,+421 917 232 000,http://www.danubiagate.sk/,Hotel Danubia Gate: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Danubia Gate v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel Tatra,"Hotel: Hotel Tatra
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.43
Web: http://www.hoteltatra.sk/
Telefón: +421 2/592 721 11
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Tatra v lokalite Staré Mesto.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Tatra v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.43), s hodnotením 4.3/5 z 2375 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Tatra.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel Tatra,Staré Mesto,8.43,+421 2/592 721 11,http://www.hoteltatra.sk/,Hotel Tatra: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Tatra v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel SOREA REGIA Bratislava,"Hotel: Hotel SOREA REGIA Bratislava
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.4
Web: http://www.sorea.sk/regia
Telefón: +421 2/321 128 70
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel SOREA REGIA Bratislava v lokalite Staré Mesto.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel SOREA REGIA Bratislava v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.4), s hodnotením 4.0/5 z 761 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel SOREA REGIA Bratislava.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel SOREA REGIA Bratislava,Staré Mesto,8.4,+421 2/321 128 70,http://www.sorea.sk/regia,Hotel SOREA REGIA Bratislava: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel SOREA REGIA Bratislava v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel Modena,"Hotel: Hotel Modena
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.39
Web: http://www.hotelmodena.sk/
Telefón: +421 948 998 488
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Modena v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Modena v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.39), s hodnotením 3.9/5 z 1055 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Modena.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel Modena,Bratislava,8.39,+421 948 998 488,http://www.hotelmodena.sk/,Hotel Modena: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Modena v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
"Lead outreach - Hotel Orlan ( hotel Ružinov , Hotels )","Hotel: Hotel Orlan ( hotel Ružinov , Hotels )
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 8.34
Web: http://www.orlan.sk/
Telefón: +421 915 626 500
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.34), s hodnotením 3.9/5 z 447 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Orlan ( hotel Ružinov , Hotels ).
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,"Hotel Orlan ( hotel Ružinov , Hotels )",Ružinov,8.34,+421 915 626 500,http://www.orlan.sk/,"Hotel Orlan ( hotel Ružinov , Hotels ): krátky postreh",raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Elysium Spa,"Hotel: Elysium Spa
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.34
Web: https://www.elysiumspa.sk/
Telefón: +421 911 889 771
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Elysium Spa v lokalite Staré Mesto.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Elysium Spa v lokalite Staré Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.34), s hodnotením 4.7/5 z 75 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elysium Spa.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Elysium Spa,Staré Mesto,8.34,+421 911 889 771,https://www.elysiumspa.sk/,Elysium Spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Elysium Spa v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
Lead outreach - Hotel Albrecht,"Hotel: Hotel Albrecht
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.33
Web: https://www.hotelalbrecht.sk/
Telefón: +421 907 666 600
Email angle: opening_hours_clarity
CTA type: low_friction_permission
Variant ID: A1
Test batch: raw_bratislava region_2026-04-01_21-01-58-857
Reply outcome: nan

Email hook: Pozeral som sa na Hotel Albrecht v lokalite Bratislava.
Give-first insight: Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Main observed issue: Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.
Proof snippet: Pozeral som len verejne dostupný profil a základné kontaktné údaje.
Micro CTA: Ak chcete, pošlem 3 stručné postrehy v krátkej forme.
Primary email goal: reply_with_permission

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Albrecht v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.33), s hodnotením 4.5/5 z 383 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Albrecht.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",to do,,Hotel Albrecht,Bratislava,8.33,+421 907 666 600,https://www.hotelalbrecht.sk/,Hotel Albrecht: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Albrecht v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission
