Task name,Status,Priority,Account ID,Account Status,Hotel name,Country,City / Region,Priority score,Priority Level,ICP Fit,Rank bucket,Rank bucket reason,Why not top tier,Chain signal confidence,Ranking reason,Main Pain Hypothesis,Subject line,Source file
Lead outreach - The Lodge Blacktown,to do,3,acc_c5612afb14a2,Researching,The Lodge Blacktown,AU,Rooty Hill,7.4,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Lodge Blacktown: krátky postreh,Sydney 100.csv
Lead outreach - Quality Apartments Castle Hill,to do,3,acc_8e953d323791,Researching,Quality Apartments Castle Hill,AU,Castle Hill,7.4,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Quality Apartments Castle Hill: krátky postreh,Sydney 100.csv
Lead outreach - Plumpton Hotel,to do,3,acc_2072ec7b168b,Researching,Plumpton Hotel,AU,Glendenning,6.78,Medium,Review,B,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Plumpton Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Colonial Hotel,to do,3,acc_a51c4a1421b7,Researching,Colonial Hotel,AU,Werrington,6.74,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Colonial Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Dee Why Hotel,to do,3,acc_f89af8b01963,Researching,Dee Why Hotel,AU,Dee Why,6.73,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Dee Why Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Bella Vista Hotel,to do,3,acc_f73d32cce994,Researching,Bella Vista Hotel,AU,Bella Vista,6.73,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bella Vista Hotel: krátky postreh,Sydney 100.csv
Lead outreach - The Greengate Hotel,to do,3,acc_cf3638bb6905,Researching,The Greengate Hotel,AU,Killara,6.73,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Greengate Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Ingenia Holidays Nepean River,to do,3,acc_3690acc80b5c,Researching,Ingenia Holidays Nepean River,AU,Emu Plains,6.72,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ingenia Holidays Nepean River: krátky postreh,Sydney 100.csv
Lead outreach - Mullane's Hotel,to do,3,acc_ed7ca1394f41,Researching,Mullane's Hotel,AU,Baulkham Hills,6.68,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mullane's Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Blue Cattle Dog Hotel,to do,3,acc_4ac34b0098ea,Researching,Blue Cattle Dog Hotel,AU,St Clair,6.57,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Blue Cattle Dog Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Hotel Pennant Hills,to do,3,acc_29358c6e001f,Researching,Hotel Pennant Hills,AU,Pennant Hills,6.57,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Pennant Hills: krátky postreh,Sydney 100.csv
Lead outreach - The Richmond Inn,to do,3,acc_08daa0dc47d6,Researching,The Richmond Inn,AU,Richmond,6.56,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Richmond Inn: krátky postreh,Sydney 100.csv
Lead outreach - Pymble Hotel,to do,3,acc_35a59e1c0f4f,Researching,Pymble Hotel,AU,Pymble,6.54,Medium,Review,B,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pymble Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Crowne Plaza Hawkesbury Valley by IHG,to do,4,acc_91cfbc59d9f8,Researching,Crowne Plaza Hawkesbury Valley by IHG,AU,Windsor,6.47,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Crowne Plaza Hawkesbury Valley by IHG: krátky postreh,Sydney 100.csv
Lead outreach - Peppers The Hills Lodge,to do,4,acc_6f9db68d40da,Researching,Peppers The Hills Lodge,AU,Castle Hill,6.47,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Peppers The Hills Lodge: krátky postreh,Sydney 100.csv
Lead outreach - Wisemans Inn Hotel,to do,4,acc_7cf13a7555c0,Researching,Wisemans Inn Hotel,AU,Wisemans Ferry,6.46,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Wisemans Inn Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Holiday Inn Sydney St Marys by IHG,to do,4,acc_22932a8c5c1f,Researching,Holiday Inn Sydney St Marys by IHG,AU,St Marys,6.45,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Holiday Inn Sydney St Marys by IHG: krátky postreh,Sydney 100.csv
Lead outreach - Barrenjoey House Palm Beach,to do,4,acc_1abca1cd9222,Researching,Barrenjoey House Palm Beach,AU,Palm Beach,6.41,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Barrenjoey House Palm Beach: krátky postreh,Sydney 100.csv
Lead outreach - BIG4 Sydney Lakeside Holiday Park,to do,4,acc_727b4954e412,Researching,BIG4 Sydney Lakeside Holiday Park,AU,North Narrabeen,6.41,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,BIG4 Sydney Lakeside Holiday Park: krátky postreh,Sydney 100.csv
Lead outreach - Bull and Bush Hotel Baulkham Hills,to do,4,acc_87d2aa7bb561,Researching,Bull and Bush Hotel Baulkham Hills,AU,Baulkham Hills,6.41,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bull and Bush Hotel Baulkham Hills: krátky postreh,Sydney 100.csv
Lead outreach - Hillside Hotel,to do,4,acc_f435eb19e1d3,Researching,Hillside Hotel,AU,Castle Hill,6.41,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hillside Hotel: krátky postreh,Sydney 100.csv
Lead outreach - The Marayong Hotel,to do,4,acc_7a3fa6f07b12,Researching,The Marayong Hotel,AU,Kings Park,6.25,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Marayong Hotel: krátky postreh,Sydney 100.csv
Lead outreach - The Royal Richmond,to do,4,acc_75064e18b339,Researching,The Royal Richmond,AU,Richmond,6.25,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Royal Richmond: krátky postreh,Sydney 100.csv
Lead outreach - Macquarie Arms Hotel,to do,4,acc_a45804deeb65,Researching,Macquarie Arms Hotel,AU,Windsor,6.25,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Macquarie Arms Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Ingenia Holidays Sydney Hills,to do,4,acc_991c2d13f4ad,Researching,Ingenia Holidays Sydney Hills,AU,Dural,6.24,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ingenia Holidays Sydney Hills: krátky postreh,Sydney 100.csv
Lead outreach - Tates Hotel Windsor,to do,4,acc_978130043152,Researching,Tates Hotel Windsor,AU,Windsor,6.21,Low,Review,C,geo_mismatch | phone_missing,geo_mismatch | phone_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Tates Hotel Windsor: krátky postreh,Sydney 100.csv
Lead outreach - Pullman Sydney Penrith,to do,4,acc_ee0f95b7a919,Researching,Pullman Sydney Penrith,AU,Penrith,6.16,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pullman Sydney Penrith: krátky postreh,Sydney 100.csv
Lead outreach - Novotel Sydney West HQ,to do,4,acc_21961e9eeea9,Researching,Novotel Sydney West HQ,AU,Rooty Hill,6.15,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Novotel Sydney West HQ: krátky postreh,Sydney 100.csv
Lead outreach - Mercure Penrith,to do,4,acc_8f0ed8a64ea7,Researching,Mercure Penrith,AU,Penrith,6.14,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mercure Penrith: krátky postreh,Sydney 100.csv
Lead outreach - ibis Sydney Thornleigh,to do,4,acc_214896beb3fb,Researching,ibis Sydney Thornleigh,AU,Thornleigh,6.14,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ibis Sydney Thornleigh: krátky postreh,Sydney 100.csv
Lead outreach - L'Auberge Angara - Bed and Breakfast,to do,4,acc_d793d3777664,Researching,L'Auberge Angara - Bed and Breakfast,AU,Glenwood,6.13,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,L'Auberge Angara - Bed and Breakfast: krátky postreh,Sydney 100.csv
Lead outreach - Mercure Sydney Manly Warringah,to do,4,acc_37177bb7e317,Researching,Mercure Sydney Manly Warringah,AU,Brookvale,6.11,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mercure Sydney Manly Warringah: krátky postreh,Sydney 100.csv
Lead outreach - Mercure Sydney Rouse Hill,to do,4,acc_edda49a86c53,Researching,Mercure Sydney Rouse Hill,AU,Rouse Hill,6.1,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mercure Sydney Rouse Hill: krátky postreh,Sydney 100.csv
Lead outreach - Bligh Park Hotel,to do,4,acc_0fd3e0234b8d,Researching,Bligh Park Hotel,AU,South Windsor,6.1,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bligh Park Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Riverstone Hotel,to do,4,acc_502d8dcb07c3,Researching,Riverstone Hotel,AU,Riverstone,6.1,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Riverstone Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Bidwill Hotels,to do,4,acc_3e28893ce61c,Researching,Bidwill Hotels,AU,Bidwill,6.09,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bidwill Hotels: krátky postreh,Sydney 100.csv
Lead outreach - Blue Gum Hotel,to do,4,acc_6e11102e1c2e,Researching,Blue Gum Hotel,AU,Waitara,6.09,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Blue Gum Hotel: krátky postreh,Sydney 100.csv
Lead outreach - The Woodstock Hotel,to do,4,acc_a4468cb61d99,Researching,The Woodstock Hotel,AU,Rooty Hill,6.09,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Woodstock Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Visy Dior Hotels International,to do,4,acc_9c4955491ff6,Researching,Visy Dior Hotels International,AU,Norwest,6.09,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Visy Dior Hotels International: krátky postreh,Sydney 100.csv
Lead outreach - St Marys Park View Motel,to do,4,acc_96ae5651c834,Researching,St Marys Park View Motel,AU,St Marys,6.09,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,St Marys Park View Motel: krátky postreh,Sydney 100.csv
