Task name,Status,Priority,Account ID,Account Status,Hotel name,Country,City / Region,Priority score,Priority Level,ICP Fit,Rank bucket,Rank bucket reason,Why not top tier,Chain signal confidence,Ranking reason,Main Pain Hypothesis,Subject line,Source file
Lead outreach - Hôtel de Londres Eiffel,to do,,acc_198cf9da8d89,Researching,Hôtel de Londres Eiffel,FR,Paris,7.51,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel de Londres Eiffel: krátky postreh,Paris 100.csv
Lead outreach - Hidden Hotel,to do,,acc_131665dc080e,Researching,Hidden Hotel,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hidden Hotel: krátky postreh,Paris 100.csv
Lead outreach - Hotel Eiffel Seine,to do,,acc_e7f000bc298a,Researching,Hotel Eiffel Seine,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Eiffel Seine: krátky postreh,Paris 100.csv
Lead outreach - Britannique Hotel - Paris Centre,to do,,acc_a319be5bf0a9,Researching,Britannique Hotel - Paris Centre,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Britannique Hotel - Paris Centre: krátky postreh,Paris 100.csv
Lead outreach - Hotel Champerret Heliopolis,to do,,acc_31845632d205,Researching,Hotel Champerret Heliopolis,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Champerret Heliopolis: krátky postreh,Paris 100.csv
Lead outreach - Agate Hotel,to do,,acc_a234cb215a4b,Researching,Agate Hotel,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Agate Hotel: krátky postreh,Paris 100.csv
Lead outreach - Hotel Motel One Paris-Porte Dorée,to do,,acc_f2191f40ef3a,Researching,Hotel Motel One Paris-Porte Dorée,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Motel One Paris-Porte Dorée: krátky postreh,Paris 100.csv
Lead outreach - Hôtel De La Porte Dorée,to do,,acc_47f99bab4c06,Researching,Hôtel De La Porte Dorée,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel De La Porte Dorée: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Du Printemps,to do,,acc_70fb8db24e62,Researching,Hôtel Du Printemps,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Du Printemps: krátky postreh,Paris 100.csv
Lead outreach - Hôtel La Petite Rosa,to do,,acc_3cd958e632f7,Researching,Hôtel La Petite Rosa,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel La Petite Rosa: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Le Marquis by Inwood Hotels,to do,,acc_071f8f1d5738,Researching,Hôtel Le Marquis by Inwood Hotels,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Le Marquis by Inwood Hotels: krátky postreh,Paris 100.csv
Lead outreach - SO/ PARIS,to do,,acc_4bbe2c516627,Researching,SO/ PARIS,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,SO/ PARIS: krátky postreh,Paris 100.csv
Lead outreach - TOO Hotel,to do,,acc_39e143dc8358,Researching,TOO Hotel,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,TOO Hotel: krátky postreh,Paris 100.csv
Lead outreach - Aparthotel Adagio Paris Nation,to do,,acc_97c4ea8a623e,Researching,Aparthotel Adagio Paris Nation,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Aparthotel Adagio Paris Nation: krátky postreh,Paris 100.csv
Lead outreach - Aparthotel Adagio Paris Vincennes,to do,,acc_576c6130fd96,Researching,Aparthotel Adagio Paris Vincennes,FR,Vincennes,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Aparthotel Adagio Paris Vincennes: krátky postreh,Paris 100.csv
Lead outreach - Hotel Rose Bourbon,to do,,acc_693754b5bdda,Researching,Hotel Rose Bourbon,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Rose Bourbon: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Daumesnil Vincennes,to do,,acc_50e30557e4e6,Researching,Hôtel Daumesnil Vincennes,FR,Vincennes,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Daumesnil Vincennes: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Europe Saint-Séverin,to do,,acc_04ea2f018c9d,Researching,Hôtel Europe Saint-Séverin,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Europe Saint-Séverin: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Le Relais Saint Charles,to do,,acc_1dd3fdc372a6,Researching,Hôtel Le Relais Saint Charles,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Le Relais Saint Charles: krátky postreh,Paris 100.csv
Lead outreach - Grand Hotel Dore Paris,to do,,acc_8f3276743841,Researching,Grand Hotel Dore Paris,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Grand Hotel Dore Paris: krátky postreh,Paris 100.csv
Lead outreach - Hotel Elysees Flaubert Paris,to do,,acc_b56bf533b6f2,Researching,Hotel Elysees Flaubert Paris,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Elysees Flaubert Paris: krátky postreh,Paris 100.csv
Lead outreach - Hotel France Louvre,to do,,acc_f69614be5bac,Researching,Hotel France Louvre,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel France Louvre: krátky postreh,Paris 100.csv
Lead outreach - Hotel Madrigal,to do,,acc_853673f6c8c7,Researching,Hotel Madrigal,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Madrigal: krátky postreh,Paris 100.csv
Lead outreach - Hotel Quartier Latin,to do,,acc_d0b0538a8bf5,Researching,Hotel Quartier Latin,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Quartier Latin: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Le Quartier Bercy - Square,to do,,acc_0424337fc7e2,Researching,Hôtel Le Quartier Bercy - Square,FR,Paris,7.5,Medium-High,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Le Quartier Bercy - Square: krátky postreh,Paris 100.csv
Lead outreach - B&B HOTEL Paris 17 Batignolles,to do,3,acc_22673953bbcb,Researching,B&B HOTEL Paris 17 Batignolles,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,B&B HOTEL Paris 17 Batignolles: krátky postreh,Paris 100.csv
Lead outreach - Hotel Paris Vaugirard,to do,3,acc_1d94282cd7ac,Researching,Hotel Paris Vaugirard,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Paris Vaugirard: krátky postreh,Paris 100.csv
Lead outreach - Hôtel des Batignolles,to do,3,acc_406701efa5d0,Researching,Hôtel des Batignolles,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel des Batignolles: krátky postreh,Paris 100.csv
Lead outreach - Hôtel du Prince Eugène,to do,3,acc_babdb6116489,Researching,Hôtel du Prince Eugène,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel du Prince Eugène: krátky postreh,Paris 100.csv
Lead outreach - New Hotel République,to do,3,acc_8ce07fb1d88c,Researching,New Hotel République,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,New Hotel République: krátky postreh,Paris 100.csv
Lead outreach - Charing Cross,to do,3,acc_c98b15cfab25,Researching,Charing Cross,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Charing Cross: krátky postreh,Paris 100.csv
Lead outreach - Hôtel L'Interlude,to do,3,acc_51390a045285,Researching,Hôtel L'Interlude,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel L'Interlude: krátky postreh,Paris 100.csv
Lead outreach - Hotel Peyris Opera,to do,3,acc_728d71cfcbac,Researching,Hotel Peyris Opera,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Peyris Opera: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Westside Arc de Triomphe,to do,3,acc_e4cbea3e6af2,Researching,Hôtel Westside Arc de Triomphe,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Westside Arc de Triomphe: krátky postreh,Paris 100.csv
Lead outreach - Andréa Hotel - Paris Marais,to do,3,acc_1aa266fd5a17,Researching,Andréa Hotel - Paris Marais,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Andréa Hotel - Paris Marais: krátky postreh,Paris 100.csv
Lead outreach - Est Hotel Paris,to do,3,acc_ac992a4567eb,Researching,Est Hotel Paris,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Est Hotel Paris: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Eiffel Rive Gauche,to do,3,acc_0f55270c1630,Researching,Hôtel Eiffel Rive Gauche,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Eiffel Rive Gauche: krátky postreh,Paris 100.csv
Lead outreach - Nouvel Hôtel,to do,3,acc_0f1b80dc5116,Researching,Nouvel Hôtel,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nouvel Hôtel: krátky postreh,Paris 100.csv
Lead outreach - Paris Lafayette Hotel,to do,3,acc_4b2c5cfa1660,Researching,Paris Lafayette Hotel,FR,Paris,7.49,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Paris Lafayette Hotel: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Montpensier,to do,3,acc_a4e6add71a27,Researching,Hôtel Montpensier,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Montpensier: krátky postreh,Paris 100.csv
Lead outreach - Timhotel Nation,to do,3,acc_4d01647687a8,Researching,Timhotel Nation,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Timhotel Nation: krátky postreh,Paris 100.csv
Lead outreach - Lux Hôtel Picpus,to do,3,acc_6463d9d0e060,Researching,Lux Hôtel Picpus,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Lux Hôtel Picpus: krátky postreh,Paris 100.csv
Lead outreach - Victoria Hotel,to do,3,acc_91a704c4225b,Researching,Victoria Hotel,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Victoria Hotel: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Le Twelve,to do,3,acc_9ba06ae226e8,Researching,Hôtel Le Twelve,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Le Twelve: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Saint Cyr Etoile,to do,3,acc_1224a5612346,Researching,Hôtel Saint Cyr Etoile,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Saint Cyr Etoile: krátky postreh,Paris 100.csv
Lead outreach - Hôtel de Castiglione,to do,3,acc_5e7a80ad157e,Researching,Hôtel de Castiglione,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel de Castiglione: krátky postreh,Paris 100.csv
Lead outreach - Hôtel de l'Europe,to do,3,acc_b36cabd458ab,Researching,Hôtel de l'Europe,FR,Paris,7.48,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel de l'Europe: krátky postreh,Paris 100.csv
Lead outreach - Hôtel de L'Union,to do,3,acc_bfdf29e273cf,Researching,Hôtel de L'Union,FR,Paris,7.47,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel de L'Union: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Claret Bercy,to do,3,acc_ccd982e41122,Researching,Hôtel Claret Bercy,FR,Paris,7.47,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Claret Bercy: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Eiffel Kensington,to do,3,acc_5af4c207f140,Researching,Hôtel Eiffel Kensington,FR,Paris,7.47,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Eiffel Kensington: krátky postreh,Paris 100.csv
Lead outreach - Hotel de la Bretonnerie,to do,3,acc_d883df97604a,Researching,Hotel de la Bretonnerie,FR,Paris,7.47,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel de la Bretonnerie: krátky postreh,Paris 100.csv
Lead outreach - Hôtel les Jardins du Luxembourg,to do,3,acc_db04f2d02f44,Researching,Hôtel les Jardins du Luxembourg,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel les Jardins du Luxembourg: krátky postreh,Paris 100.csv
Lead outreach - Simon's Boutique Hotel,to do,3,acc_363e20de0bd1,Researching,Simon's Boutique Hotel,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Simon's Boutique Hotel: krátky postreh,Paris 100.csv
Lead outreach - Hôtel PARIS LEGENDRE,to do,3,acc_72393704474a,Researching,Hôtel PARIS LEGENDRE,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel PARIS LEGENDRE: krátky postreh,Paris 100.csv
